x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,target
-0.640730831637,0.677929480838,-0.285153480842,0.469126570424,1.62936127945,-0.407574914906,0.677929480838,0.781634413421,-0.132065136609,-0.125852294603,-0.407574914906,0.469126570424,0.976612049533,-0.237672600877,0.270627215251,-0.146188710235,0.976612049533,2.37072960171,0.783460580731,0.783460580731,238.342700025
-1.25722864816,0.199882941625,0.369755048623,0.905827632317,2.19928443006,0.407064145005,0.199882941625,-0.276165383798,0.136314401593,-0.835977095685,0.407064145005,0.905827632317,1.52395901672,-0.376705251867,0.811498256794,0.0531656689344,1.52395901672,1.80716831601,-0.0951434214256,-0.0951434214256,30.823609225
-1.35133032641,-0.159820701267,-0.667650147032,-0.0671869638837,1.30916041147,-0.702359219475,-0.159820701267,-0.133427210405,-0.683427821662,-1.01657431055,-0.702359219475,-0.0671869638837,0.592357436572,-0.700500079251,-0.221700588021,-0.683485044798,0.592357436572,1.45661629439,-0.464432884311,-0.464432884311,-135.707089603
-2.43278732414,-0.996848568852,-0.704290255613,-0.750186032993,1.06686546843,-0.0822921123774,-0.996848568852,-1.86014139032,-1.1516614403,-1.85072077455,-0.0822921123774,-0.750186032993,0.159958371407,-1.48233392316,0.538354211706,-1.39174613125,0.159958371407,0.603398161126,-1.37256707147,-1.37256707147,-579.983211384
-1.4752128547,-0.318454303858,-0.682220612328,-0.151922312595,1.14862441136,-0.583869074744,-0.318454303858,-0.621998999732,-0.619676894346,-1.13455301363,-0.583869074744,-0.151922312595,0.578886283894,-0.932403618044,-0.0255210498979,-0.436129286741,0.578886283894,1.34198472359,-0.803744122609,-0.803744122609,-250.729762356
-2.03611776605,-1.07859900466,-0.499541721974,-0.172896100557,1.22900074577,-0.39822755784,-1.07859900466,-1.42867640708,-0.83190312231,-1.70176122555,-0.39822755784,-0.172896100557,0.570485920471,-1.23299875368,0.202154259841,-0.913792607717,0.570485920471,0.678857024699,-1.57713638239,-1.57713638239,-505.959443469
-1.69154448033,-0.526729575135,-1.08096932748,-0.458261571617,0.553428752749,-1.14527877573,-0.526729575135,-0.684251222108,-1.4807736515,-0.981173956799,-1.14527877573,-0.458261571617,-0.420564630153,-0.988244558702,-0.364549634249,-1.2692585781,-0.420564630153,1.06822452828,-0.815157759962,-0.815157759962,-331.72858738
-0.441203636303,0.624857525984,0.518443479888,0.884419071296,2.27069611217,0.458039635659,0.624857525984,-0.164599778765,0.381948000091,-0.118522203055,0.458039635659,0.884419071296,1.61875532193,0.600149372008,1.26360440614,0.192593150143,1.61875532193,2.22074433203,0.141265281851,0.141265281851,171.255615313
-2.64806710395,-1.8977608526,-1.10947822644,-1.32728579794,0.566496893869,-0.719584372259,-1.8977608526,-2.53770488615,-1.6634541376,-2.32854550967,-0.719584372259,-1.32728579794,-0.28076624186,-1.95860237616,0.149021908016,-1.81393959853,-0.28076624186,0.0315816210289,-2.19451415271,-2.19451415271,-906.764602341
-0.355480087586,0.576553457839,0.630524405408,1.03495372219,2.51143305533,0.900121758407,0.576553457839,-0.372275699202,0.410074184387,-0.0761348842157,0.900121758407,1.03495372219,1.77479366235,0.303705123566,1.62544396629,0.405699821875,1.77479366235,2.30438399529,0.12904967082,0.12904967082,153.852731665
-1.69949703667,-0.419545204727,0.0692869114854,0.391948765127,1.81263096339,0.441569402242,-0.419545204727,-0.951968411307,-0.233559720804,-1.14370894412,0.441569402242,0.391948765127,0.983742969641,-0.585835732828,1.04588184823,-0.462434276029,0.983742969641,1.25099237298,-0.656702698035,-0.656702698035,-227.677204249
-1.55051216081,-0.491795870396,-1.17932525878,-0.386376192038,0.616603742345,-1.37320656951,-0.491795870396,-0.476046402728,-1.40264863539,-1.31497597854,-1.37320656951,-0.386376192038,-0.0307472613255,-1.01928182921,-0.644462632661,-0.969882381702,-0.0307472613255,1.35381658071,-0.518885836172,-0.518885836172,-279.021090032
-0.715000695261,0.576233998512,0.32893905084,1.45500806278,2.01045113,0.322034408307,0.576233998512,0.488991676059,0.344034683994,-0.22322281051,0.322034408307,1.45500806278,1.28743114456,0.625564456646,0.755710240295,0.559934714018,1.28743114456,2.12575290224,0.330399159644,0.330399159644,263.069956086
